gene_name,transcript_id
PPM1M,ENST00000323588.9
WDR82,ENST00000296490.8
GLYCTK,ENST00000436784.7
DNAH1,ENST00000420323.7
BAP1,ENST00000460680.6
PHF7,ENST00000327906.8
SEMA3G,ENST00000231721.7
TNNC1,ENST00000232975.8
NISCH,ENST00000345716.9
STAB1,ENST00000321725.10
NT5DC2,ENST00000422318.7
SMIM4,ENST00000477703.6
GNL3,ENST00000418458.6
GLT8D1,ENST00000266014.11
SPCS1,ENST00000619898.5
NEK4,ENST00000233027.10
ITIH1,ENST00000273283.7
ITIH4,ENST00000266041.9
MUSTN1,ENST00000446157.3
STIMATE,ENST00000355083.11
SFMBT1,ENST00000394752.8
RFT1,ENST00000296292.8
PRKCD,ENST00000330452.8
TKT,ENST00000462138.6
DCP1A,ENST00000610213.6
CACNA1D,ENST00000288139.11
CACNA1D,ENST00000350061.11
CHDH,ENST00000315251.11
IL17RB,ENST00000288167.8
ACTR8,ENST00000335754.8
SELENOK,ENST00000495461.6
CACNA2D3,ENST00000474759.6
LRTM1,ENST00000273286.6
WNT5A,ENST00000264634.9
ERC2,ENST00000288221.11
CCDC66,ENST00000394672.8
TASOR,ENST00000683822.1
ARHGEF3,ENST00000296315.8
SPATA12,ENST00000334325.2
IL17RD,ENST00000296318.12
HESX1,ENST00000295934.8
APPL1,ENST00000288266.8
ASB14,ENST00000487349.6
PDE12,ENST00000311180.9
ARF4,ENST00000303436.11
DENND6A,ENST00000311128.10
SLMAP,ENST00000671191.1
FLNB,ENST00000295956.9
DNASE1L3,ENST00000394549.7
ABHD6,ENST00000478253.6
RPP14,ENST00000295959.10
HTD2,ENST00000461393.7
PXK,ENST00000356151.7
PDHB,ENST00000302746.11
KCTD6,ENST00000404589.8
ACOX2,ENST00000302819.10
FAM107A,ENST00000360997.7
FAM3D,ENST00000358781.7
FHIT,ENST00000492590.6
PTPRG,ENST00000474889.6
C3orf14,ENST00000462069.6
FEZF2,ENST00000283268.8
CADPS,ENST00000383710.9
SYNPR,ENST00000478300.6
SNTN,ENST00000343837.8
C3orf49,ENST00000295896.13
THOC7,ENST00000295899.10
ATXN7,ENST00000674280.1
PSMD6,ENST00000295901.9
PRICKLE2,ENST00000638394.2
ADAMTS9,ENST00000498707.5
SLC25A26,ENST00000354883.11
LRIG1,ENST00000273261.8
KBTBD8,ENST00000417314.2
SUCLG2,ENST00000307227.10
TAFA1,ENST00000478136.6
TAFA4,ENST00000295569.12
EOGT,ENST00000383701.8
TMF1,ENST00000398559.7
UBA3,ENST00000361055.9
ARL6IP5,ENST00000273258.4
LMOD3,ENST00000420581.7
FRMD4B,ENST00000398540.8
MITF,ENST00000352241.9
MITF,ENST00000394351.9
MDFIC2,ENST00000567252.2
FOXP1,ENST00000649528.3
EIF4E3,ENST00000425534.8
GPR27,ENST00000304411.3
PROK2,ENST00000295619.4
SHQ1,ENST00000325599.13
GXYLT2,ENST00000389617.9
PPP4R2,ENST00000356692.10
EBLN2,ENST00000533473.1
PDZRN3,ENST00000263666.9
FRG2C,ENST00000308062.8
ZNF717,ENST00000652011.2
ROBO1,ENST00000464233.6
GBE1,ENST00000429644.7
CADM2,ENST00000383699.8
VGLL3,ENST00000398399.7
CHMP2B,ENST00000263780.9
POU1F1,ENST00000350375.7
HTR1F,ENST00000319595.7
CGGBP1,ENST00000482016.6
ZNF654,ENST00000636215.2
C3orf38,ENST00000318887.8
CSNKA2IP,ENST00000637986.2
EPHA3,ENST00000336596.7
PROS1,ENST00000394236.9
ARL13B,ENST00000394222.8
STX19,ENST00000315099.3
DHFR2,ENST00000314636.3
NSUN3,ENST00000314622.9
ARL6,ENST00000463745.6
CRYBG3,ENST00000389622.7
RIOX2,ENST00000394198.7
OR5AC2,ENST00000358642.2
OR5H1,ENST00000641874.1
OR5H14,ENST00000641380.1
OR5H15,ENST00000641450.1
OR5H6,ENST00000615035.3
OR5H2,ENST00000355273.3
OR5K4,ENST00000354924.2
OR5K3,ENST00000383695.1
OR5K1,ENST00000642057.1
OR5K2,ENST00000427338.3
CLDND1,ENST00000341181.11
GPR15,ENST00000284311.5
CPOX,ENST00000647941.2
DCBLD2,ENST00000326840.11
COL8A1,ENST00000652472.1
CMSS1,ENST00000421999.8
FILIP1L,ENST00000477258.2
TBC1D23,ENST00000394144.9
NIT2,ENST00000394140.9
TOMM70,ENST00000284320.6
LNP1,ENST00000383693.8
TMEM45A,ENST00000323523.8
ADGRG7,ENST00000273352.8
TFG,ENST00000240851.9
ABI3BP,ENST00000471714.6
IMPG2,ENST00000193391.8
SENP7,ENST00000394095.7
TRMT10C,ENST00000309922.7
PCNP,ENST00000265260.8
ZBTB11,ENST00000312938.5
RPL24,ENST00000394077.8
CEP97,ENST00000341893.8
NXPE3,ENST00000273347.10
NFKBIZ,ENST00000326172.9
ZPLD1,ENST00000466937.2
ALCAM,ENST00000306107.9
CBLB,ENST00000394030.8
CCDC54,ENST00000261058.3
BBX,ENST00000325805.13
CD47,ENST00000361309.6
IFT57,ENST00000264538.4
CIP2A,ENST00000295746.13
DZIP3,ENST00000361582.8
RETNLB,ENST00000295755.7
TRAT1,ENST00000295756.11
GUCA1C,ENST00000261047.8
MORC1,ENST00000232603.10
C3orf85,ENST00000622536.6
DPPA2,ENST00000478945.1
NECTIN3,ENST00000485303.6
CD96,ENST00000352690.9
ZBED2,ENST00000317012.5
PLCXD2,ENST00000477665.2
PHLDB2,ENST00000431670.7
ABHD10,ENST00000273359.8
TAGLN3,ENST00000478951.6
C3orf52,ENST00000264848.10
GCSAM,ENST00000308910.9
SLC9C1,ENST00000305815.10
CD200,ENST00000315711.12
BTLA,ENST00000334529.10
ATG3,ENST00000283290.10
SLC35A5,ENST00000492406.6
CCDC80,ENST00000206423.8
CD200R1,ENST00000308611.8
GTPBP8,ENST00000383678.8
NEPRO,ENST00000314400.10
BOC,ENST00000682979.1
CFAP44,ENST00000393845.9
SPICE1,ENST00000295872.8
SIDT1,ENST00000264852.9
USF3,ENST00000316407.9
NAA50,ENST00000240922.8
ATP6V1A,ENST00000273398.8
GRAMD1C,ENST00000358160.9
ZDHHC23,ENST00000638807.2
CCDC191,ENST00000295878.8
QTRT2,ENST00000281273.8
DRD3,ENST00000383673.5
ZNF80,ENST00000482457.4
TIGIT,ENST00000383671.8
ZBTB20,ENST00000675478.1
GAP43,ENST00000305124.11
LSAMP,ENST00000490035.7
IGSF11,ENST00000393775.7
TEX55,ENST00000295622.6
UPK1B,ENST00000264234.8
B4GALT4,ENST00000393765.7
ARHGAP31,ENST00000264245.9
TMEM39A,ENST00000319172.10
POGLUT1,ENST00000295588.9
TIMMDC1,ENST00000494664.6
CD80,ENST00000264246.8
PLA1A,ENST00000273371.9
POPDC2,ENST00000493094.6
COX17,ENST00000261070.7
CFAP91,ENST00000273390.9
NR1I2,ENST00000393716.8
GSK3B,ENST00000264235.13
GPR156,ENST00000464295.6
LRRC58,ENST00000295628.4
FSTL1,ENST00000295633.8
NDUFB4,ENST00000184266.3
HGD,ENST00000283871.10
RABL3,ENST00000273375.8
GTF2E1,ENST00000283875.6
STXBP5L,ENST00000471454.6
POLQ,ENST00000264233.6
ARGFX,ENST00000334384.5
FBXO40,ENST00000338040.6
HCLS1,ENST00000314583.8
IQCB1,ENST00000310864.11
EAF2,ENST00000273668.7
SLC15A2,ENST00000489711.6
ILDR1,ENST00000344209.10
CD86,ENST00000330540.7
CASR,ENST00000639785.2
CSTA,ENST00000264474.4
MIX23,ENST00000291458.9
FAM162A,ENST00000477892.5
WDR5B,ENST00000330689.6
KPNA1,ENST00000344337.11
PARP9,ENST00000682323.1
DTX3L,ENST00000296161.9
PARP15,ENST00000464300.7
PARP14,ENST00000474629.7
HSPBAP1,ENST00000306103.3
SLC49A4,ENST00000261038.6
SEMA5B,ENST00000357599.8
PDIA5,ENST00000316218.12
SEC22A,ENST00000492595.6
ADCY5,ENST00000462833.6
HACD2,ENST00000383657.10
MYLK,ENST00000360304.8
CCDC14,ENST00000409697.8
KALRN,ENST00000682506.1
UMPS,ENST00000232607.7
ITGB5,ENST00000296181.9
MUC13,ENST00000616727.4
HEG1,ENST00000311127.9
SLC12A8,ENST00000469902.6
ZNF148,ENST00000360647.9
SNX4,ENST00000251775.9
OSBPL11,ENST00000296220.6
ROPN1B,ENST00000514116.6
SLC41A3,ENST00000360370.9
ALDH1L1,ENST00000393434.7
KLF15,ENST00000296233.4
CFAP100,ENST00000352312.6
ZXDC,ENST00000389709.8
UROC1,ENST00000290868.7
CHST13,ENST00000319340.7
C3orf22,ENST00000318225.3
TXNRD3,ENST00000524230.9
CHCHD6,ENST00000290913.8
PLXNA1,ENST00000393409.3
C3orf56,ENST00000624688.2
PRR20G,ENST00000465482.3
TPRA1,ENST00000355552.8
MCM2,ENST00000265056.12
PODXL2,ENST00000342480.7
ABTB1,ENST00000232744.13
MGLL,ENST00000265052.10
KBTBD12,ENST00000405109.5
SEC61A1,ENST00000243253.8
RUVBL1,ENST00000322623.10
EEFSEC,ENST00000254730.11
GATA2,ENST00000341105.7
RPN1,ENST00000296255.8
RAB7A,ENST00000265062.8
ACAD9,ENST00000308982.12
EFCC1,ENST00000683648.1
GP9,ENST00000307395.5
RAB43,ENST00000315150.10
ISY1,ENST00000393295.8
CNBP,ENST00000422453.7
COPG1,ENST00000314797.10
HMCES,ENST00000383463.9
H1-10,ENST00000333762.6
EFCAB12,ENST00000505956.6
MBD4,ENST00000429544.7
IFT122,ENST00000348417.7
RHO,ENST00000296271.4
H1-8,ENST00000324382.7
PLXND1,ENST00000324093.9
TMCC1,ENST00000393238.8
TRH,ENST00000302649.4
ALG1L2,ENST00000425059.1
PIK3R4,ENST00000356763.8
ATP2C1,ENST00000510168.6
ASTE1,ENST00000264992.8
NEK11,ENST00000383366.9
NUDT16,ENST00000521288.2
MRPL3,ENST00000264995.8
CPNE4,ENST00000429747.6
ACP3,ENST00000336375.10
DNAJC13,ENST00000260818.11
ACAD11,ENST00000264990.11
ACKR4,ENST00000249887.3
UBA5,ENST00000356232.10
NPHP3,ENST00000337331.10
TMEM108,ENST00000321871.11
BFSP2,ENST00000302334.3
CDV3,ENST00000264993.8
TOPBP1,ENST00000260810.10
TF,ENST00000402696.9
SRPRB,ENST00000678299.1
RAB6B,ENST00000285208.9
SLCO2A1,ENST00000310926.11
RYK,ENST00000623711.4
AMOTL2,ENST00000249883.10
ANAPC13,ENST00000354910.10
CEP63,ENST00000675561.1
KY,ENST00000423778.7
EPHB1,ENST00000398015.8
PPP2R3A,ENST00000264977.8
MSL2,ENST00000309993.3
PCCB,ENST00000251654.9
STAG1,ENST00000383202.7
SLC35G2,ENST00000446465.3
NCK1,ENST00000481752.6
IL20RB,ENST00000329582.9
SOX14,ENST00000306087.3
CLDN18,ENST00000183605.10
DZIP1L,ENST00000327532.7
A4GNT,ENST00000236709.4
DBR1,ENST00000260803.9
ARMC8,ENST00000469044.6
NME9,ENST00000333911.9
MRAS,ENST00000423968.7
ESYT3,ENST00000389567.9
CEP70,ENST00000264982.8
PIK3CB,ENST00000674063.1
FOXL2,ENST00000648323.1
FOXL2NB,ENST00000383165.4
PRR23A,ENST00000383163.4
MRPS22,ENST00000680020.1
PRR23B,ENST00000329447.5
PRR23C,ENST00000413199.1
COPB2,ENST00000333188.10
RBP2,ENST00000232217.6
NMNAT3,ENST00000643695.2
CLSTN2,ENST00000458420.7
TRIM42,ENST00000286349.4
SLC25A36,ENST00000324194.12
SPSB4,ENST00000310546.3
PXYLP1,ENST00000286353.9
ZBTB38,ENST00000321464.7
RASA2,ENST00000286364.9
RNF7,ENST00000273480.4
GRK7,ENST00000682958.1
ATP1B3,ENST00000286371.8
TFDP2,ENST00000489671.6
GK5,ENST00000392993.7
XRN1,ENST00000392981.7
ATR,ENST00000350721.9
PLS1,ENST00000457734.7
TRPC1,ENST00000476941.6
PCOLCE2,ENST00000295992.8
PAQR9,ENST00000340634.6
U2SURP,ENST00000473835.7
CHST2,ENST00000309575.5
SLC9A9,ENST00000316549.11
DIPK2A,ENST00000315691.8
PLOD2,ENST00000282903.10
PLSCR4,ENST00000354952.7
PLSCR1,ENST00000342435.9
PLSCR5,ENST00000443512.2
ZIC4,ENST00000383075.8
ZIC1,ENST00000282928.5
AGTR1,ENST00000349243.8
CPB1,ENST00000282957.9
CPA3,ENST00000296046.4
GYG1,ENST00000345003.9
HLTF,ENST00000310053.10
HPS3,ENST00000296051.7
CP,ENST00000264613.11
TM4SF18,ENST00000296059.7
TM4SF1,ENST00000305366.8
TM4SF4,ENST00000305354.5
WWTR1,ENST00000360632.8
COMMD2,ENST00000473414.6
ANKUB1,ENST00000446160.7
RNF13,ENST00000392894.8
SERP1,ENST00000239944.7
EIF2A,ENST00000460851.6
SELENOT,ENST00000471696.6
ERICH6,ENST00000295910.11
SIAH2,ENST00000312960.4
MINDY4B,ENST00000465419.7
CLRN1,ENST00000327047.6
GPR171,ENST00000309180.6
P2RY14,ENST00000309170.8
GPR87,ENST00000260843.5
P2RY13,ENST00000325602.6
P2RY12,ENST00000302632.4
IGSF10,ENST00000282466.4
AADACL2,ENST00000356517.4
AADAC,ENST00000232892.12
SUCNR1,ENST00000362032.6
MBNL1,ENST00000324210.10
P2RY1,ENST00000305097.6
RAP2B,ENST00000323534.5
ARHGEF26,ENST00000465093.6
DHX36,ENST00000496811.6
GPR149,ENST00000389740.3
MME,ENST00000360490.7
STRIT1,ENST00000489090.2
PLCH1,ENST00000460012.7
C3orf33,ENST00000340171.7
SLC33A1,ENST00000643144.2
GMPS,ENST00000496455.7
KCNAB1,ENST00000490337.6
SSR3,ENST00000265044.7
TIPARP,ENST00000295924.12
CCNL1,ENST00000295926.8
VEPH1,ENST00000362010.7
PTX3,ENST00000295927.4
SHOX2,ENST00000483851.7
RSRC1,ENST00000611884.5
MLF1,ENST00000466246.7
GFM1,ENST00000486715.6
LXN,ENST00000264265.4
RARRES1,ENST00000237696.10
MFSD1,ENST00000415822.8
IQCJ,ENST00000397832.7
IL12A,ENST00000305579.7
C3orf80,ENST00000326474.5
IFT80,ENST00000326448.12
SMC4,ENST00000357388.8
TRIM59,ENST00000309784.9
KPNA4,ENST00000334256.9
ARL14,ENST00000320767.4
PPM1L,ENST00000498165.6
B3GALNT1,ENST00000320474.10
NMD3,ENST00000351193.7
OTOL1,ENST00000327928.4
SI,ENST00000264382.8
SLITRK3,ENST00000475390.2
BCHE,ENST00000264381.8
ZBBX,ENST00000675490.1
WDR49,ENST00000682715.1
PDCD10,ENST00000392750.7
SERPINI1,ENST00000446050.7
GOLIM4,ENST00000470487.6
MECOM,ENST00000651503.2
ACTRT3,ENST00000330368.3
MYNN,ENST00000349841.10
LRRC34,ENST00000446859.7
LRRC31,ENST00000316428.10
SAMD7,ENST00000335556.7
SEC62,ENST00000337002.9
GPR160,ENST00000355897.10
PHC3,ENST00000495893.7
PRKCI,ENST00000295797.5
SKIL,ENST00000259119.9
CLDN11,ENST00000064724.8
SLC7A14,ENST00000231706.6
RPL22L1,ENST00000295830.13
EIF5A2,ENST00000295822.7
SLC2A2,ENST00000314251.8
TNIK,ENST00000436636.7
PLD1,ENST00000351298.9
TMEM212,ENST00000334567.9
FNDC3B,ENST00000415807.7
GHSR,ENST00000241256.3
TNFSF10,ENST00000241261.7
NCEH1,ENST00000475381.7
ECT2,ENST00000392692.8
SPATA16,ENST00000351008.4
NAALADL2,ENST00000454872.6
TBL1XR1,ENST00000457928.7
KCNMB2,ENST00000452583.6
ZMAT3,ENST00000311417.7
PIK3CA,ENST00000263967.4
ZNF639,ENST00000496856.6
MFN1,ENST00000471841.6
GNB4,ENST00000232564.8
ACTL6A,ENST00000429709.7
MRPL47,ENST00000476781.6
NDUFB5,ENST00000259037.8
USP13,ENST00000263966.8
PEX5L,ENST00000467460.6
TTC14,ENST00000296015.9
CCDC39,ENST00000476379.6
FXR1,ENST00000357559.9
DNAJC19,ENST00000382564.8
SOX2,ENST00000325404.3
ATP11B,ENST00000323116.10
DCUN1D1,ENST00000292782.9
MCCC1,ENST00000265594.9
LAMP3,ENST00000265598.8
MCF2L2,ENST00000328913.8
B3GNT5,ENST00000326505.4
KLHL6,ENST00000341319.8
KLHL24,ENST00000242810.11
YEATS2,ENST00000305135.10
MAP6D1,ENST00000318631.8
PARL,ENST00000317096.9
ABCC5,ENST00000334444.11
HTR3D,ENST00000428798.7
HTR3C,ENST00000318351.2
HTR3E,ENST00000415389.6
EIF2B5,ENST00000648915.2
DVL3,ENST00000313143.9
AP2M1,ENST00000292807.9
ALG3,ENST00000397676.8
EEF1AKMT4,ENST00000324557.9
CAMK2N2,ENST00000296238.4
ECE2,ENST00000404464.8
PSMD2,ENST00000310118.9
EIF4G1,ENST00000346169.7
FAM131A,ENST00000383847.7
CLCN2,ENST00000265593.9
THPO,ENST00000647395.1
EPHB3,ENST00000330394.3
MAGEF1,ENST00000317897.5
VPS8,ENST00000625842.3
C3orf70,ENST00000335012.3
EHHADH,ENST00000231887.8
MAP3K13,ENST00000265026.8
TMEM41A,ENST00000421852.6
LIPH,ENST00000296252.9
SENP2,ENST00000296257.10
IGF2BP2,ENST00000382199.7
TRA2B,ENST00000453386.7
ETV5,ENST00000306376.10
DGKG,ENST00000265022.8
CRYGS,ENST00000307944.6
TBCCD1,ENST00000338733.10
DNAJB11,ENST00000265028.8
AHSG,ENST00000411641.7
FETUB,ENST00000265029.8
HRG,ENST00000232003.5
KNG1,ENST00000644859.2
EIF4A2,ENST00000323963.10
RFC4,ENST00000296273.7
ADIPOQ,ENST00000320741.7
ST6GAL1,ENST00000169298.8
RPL39L,ENST00000296277.9
RTP1,ENST00000312295.5
MASP1,ENST00000337774.10
MASP1,ENST00000296280.11
RTP4,ENST00000259030.3
SST,ENST00000287641.4
BCL6,ENST00000406870.7
LPP,ENST00000617246.5
TPRG1,ENST00000345063.8
TP63,ENST00000264731.8
TP63,ENST00000354600.10
P3H2,ENST00000319332.10
CLDN1,ENST00000295522.4
CLDN16,ENST00000264734.3
TMEM207,ENST00000354905.3
IL1RAP,ENST00000447382.6
GMNC,ENST00000442080.6
OSTN,ENST00000682035.1
CCDC50,ENST00000392455.9
PYDC2,ENST00000518817.1
FGF12,ENST00000445105.7
MB21D2,ENST00000392452.3
PLAAT1,ENST00000264735.4
ATP13A5,ENST00000342358.9
ATP13A4,ENST00000342695.9
OPA1,ENST00000361510.8
HES1,ENST00000232424.4
CPN2,ENST00000323830.4
LRRC15,ENST00000347624.4
ATP13A3,ENST00000645319.2
TMEM44,ENST00000347147.9
LSG1,ENST00000265245.10
FAM43A,ENST00000329759.6
XXYLT1,ENST00000310380.11
ACAP2,ENST00000326793.11
PPP1R2,ENST00000618156.5
APOD,ENST00000343267.8
MUC20,ENST00000447234.7
MUC4,ENST00000463781.8
TNK2,ENST00000672887.2
TFRC,ENST00000360110.9
ZDHHC19,ENST00000296326.8
SLC51A,ENST00000296327.10
PCYT1A,ENST00000431016.6
DYNLT2B,ENST00000325318.10
TM4SF19,ENST00000273695.4
UBXN7,ENST00000296328.9
RNF168,ENST00000318037.3
SMCO1,ENST00000397537.3
WDR53,ENST00000332629.7
FBXO45,ENST00000311630.7
NRROS,ENST00000328557.5
PIGX,ENST00000392391.9
CEP19,ENST00000409690.5
PAK2,ENST00000327134.7
SENP5,ENST00000323460.10
NCBP2,ENST00000321256.10
NCBP2AS2,ENST00000602845.2
PIGZ,ENST00000412723.6
MELTF,ENST00000296350.10
DLG1,ENST00000667157.1
BDH1,ENST00000392379.6
RUBCN,ENST00000296343.10
FYTTD1,ENST00000241502.9
LRCH3,ENST00000425562.7
IQCG,ENST00000265239.11
RPL35A,ENST00000647248.2
ZNF595,ENST00000610261.6
ZNF718,ENST00000510175.6
ZNF732,ENST00000419098.6
ZNF141,ENST00000240499.8
ZNF721,ENST00000511833.3
PIGG,ENST00000453061.7
TMEM271,ENST00000610212.3
PDE6B,ENST00000496514.6
ATP5ME,ENST00000304312.5
SLC49A3,ENST00000322224.9
CPLX1,ENST00000304062.11
GAK,ENST00000314167.9
TMEM175,ENST00000264771.9
DGKQ,ENST00000273814.8
SLC26A1,ENST00000398516.3
IDUA,ENST00000514224.2
FGFRL1,ENST00000510644.6
RNF212,ENST00000433731.7
SPON2,ENST00000290902.10
CTBP1,ENST00000382952.8
MAEA,ENST00000303400.9
UVSSA,ENST00000389851.10
NKX1-1,ENST00000422806.2
SLBP,ENST00000489418.6
TACC3,ENST00000313288.9
TMEM129,ENST00000382936.8
FGFR3,ENST00000440486.8
LETM1,ENST00000302787.3
NSD2,ENST00000508803.6
NELFA,ENST00000382882.9
NAT8L,ENST00000423729.3
POLN,ENST00000511885.6
HAUS3,ENST00000443786.3
MXD4,ENST00000337190.7
ZFYVE28,ENST00000290974.7
RNF4,ENST00000314289.13
FAM193A,ENST00000637812.2
TNIP2,ENST00000315423.12
SH3BP2,ENST00000503393.8
ADD1,ENST00000683351.1
MFSD10,ENST00000355443.9
NOP14,ENST00000416614.7
GRK4,ENST00000398052.9
HTT,ENST00000355072.11
MSANTD1,ENST00000438480.7
HGFAC,ENST00000382774.8
DOK7,ENST00000340083.6
LRPAP1,ENST00000650182.1
ADRA2C,ENST00000330055.7
OTOP1,ENST00000296358.5
TMEM128,ENST00000382753.5
LYAR,ENST00000343470.9
ZBTB49,ENST00000337872.9
STX18,ENST00000306200.7
MSX1,ENST00000382723.5
CYTL1,ENST00000307746.9
STK32B,ENST00000282908.10
EVC2,ENST00000344408.10
EVC,ENST00000264956.11
CRMP1,ENST00000324989.12
JAKMIP1,ENST00000409021.9
WFS1,ENST00000226760.5
PPP2R2C,ENST00000382599.9
MAN2B2,ENST00000285599.8
S100P,ENST00000296370.4
MRFAP1L1,ENST00000320848.7
BLOC1S4,ENST00000320776.5
KIAA0232,ENST00000307659.6
TBC1D14,ENST00000409757.9
CCDC96,ENST00000310085.6
TADA2B,ENST00000310074.8
GRPEL1,ENST00000264954.5
SORCS2,ENST00000507866.6
PSAPL1,ENST00000319098.7
ABLIM2,ENST00000447017.7
SH3TC1,ENST00000245105.8
HTRA3,ENST00000307358.7
ACOX3,ENST00000356406.10
TRMT44,ENST00000389737.5
GPR78,ENST00000382487.5
CPZ,ENST00000360986.9
HMX1,ENST00000400677.5
USP17L10,ENST00000417945.1
USP17L11,ENST00000457736.1
USP17L12,ENST00000415041.1
USP17L13,ENST00000429667.1
USP17L15,ENST00000456464.2
USP17L17,ENST00000511568.1
USP17L18,ENST00000504209.1
USP17L19,ENST00000515566.1
USP17L20,ENST00000506151.1
USP17L21,ENST00000506414.1
USP17L22,ENST00000511280.1
USP17L24,ENST00000504481.1
USP17L25,ENST00000509271.1
USP17L26,ENST00000509660.1
USP17L5,ENST00000507227.1
USP17L27,ENST00000515574.1
USP17L28,ENST00000504543.1
USP17L29,ENST00000511681.1
USP17L30,ENST00000504104.1
SLC2A9,ENST00000264784.8
DRD5,ENST00000304374.4
WDR1,ENST00000499869.7
ZNF518B,ENST00000326756.4
CLNK,ENST00000226951.11
HS3ST1,ENST00000002596.6
RAB28,ENST00000330852.10
RAB28,ENST00000288723.9
NKX3-2,ENST00000382438.6
BOD1L1,ENST00000040738.10
CPEB2,ENST00000538197.7
C1QTNF7,ENST00000444304.3
CC2D2A,ENST00000424120.6
FBXL5,ENST00000341285.8
FAM200B,ENST00000422728.3
BST1,ENST00000265016.9
CD38,ENST00000226279.8
FGFBP1,ENST00000382333.2
FGFBP2,ENST00000259989.7
PROM1,ENST00000447510.7
TAPT1,ENST00000405303.7
LDB2,ENST00000304523.10
QDPR,ENST00000281243.10
CLRN2,ENST00000511148.2
LAP3,ENST00000226299.9
MED28,ENST00000237380.12
FAM184B,ENST00000265018.4
DCAF16,ENST00000382247.6
NCAPG,ENST00000251496.7
SLIT2,ENST00000504154.6
PACRGL,ENST00000503585.6
KCNIP4,ENST00000382152.7
ADGRA3,ENST00000334304.10
PPARGC1A,ENST00000264867.7
DHX15,ENST00000336812.5
SOD3,ENST00000382120.4
CCDC149,ENST00000635206.2
LGI2,ENST00000382114.9
SEPSECS,ENST00000382103.7
PI4K2B,ENST00000264864.8
ZCCHC4,ENST00000302874.9
ANAPC4,ENST00000315368.8
SLC34A2,ENST00000382051.8
SEL1L3,ENST00000399878.8
RBPJ,ENST00000355476.8
CCKAR,ENST00000295589.4
TBC1D19,ENST00000264866.9
STIM2,ENST00000467087.7
ARAP2,ENST00000303965.9
DTHD1,ENST00000639862.2
NWD2,ENST00000309447.6
C4orf19,ENST00000381980.9
RELL1,ENST00000454158.7
PGM2,ENST00000381967.9
TBC1D1,ENST00000261439.9
PTTG2,ENST00000504686.2
KLF3,ENST00000261438.10
TLR10,ENST00000308973.9
TLR1,ENST00000308979.7
FAM114A1,ENST00000358869.5
TMEM156,ENST00000381938.4
KLHL5,ENST00000504108.7
WDR19,ENST00000399820.8
RFC1,ENST00000349703.7
KLB,ENST00000257408.5
RPL9,ENST00000295955.14
LIAS,ENST00000640888.2
UGDH,ENST00000316423.11
SMIM14,ENST00000295958.10
UBE2K,ENST00000261427.10
PDS5A,ENST00000303538.13
N4BP2,ENST00000261435.11
RHOH,ENST00000381799.10
CHRNA9,ENST00000310169.3
RBM47,ENST00000295971.12
NSUN7,ENST00000381782.7
APBB2,ENST00000508593.6
UCHL1,ENST00000284440.9
LIMCH1,ENST00000503057.6
PHOX2B,ENST00000226382.4
TMEM33,ENST00000504986.6
DCAF4L1,ENST00000333141.7
SLC30A9,ENST00000264451.12
BEND4,ENST00000502486.6
SHISA3,ENST00000319234.5
ATP8A1,ENST00000381668.9
GRXCR1,ENST00000399770.3
KCTD8,ENST00000360029.4
YIPF7,ENST00000415895.9
GUF1,ENST00000281543.6
GNPDA2,ENST00000295448.8
GABRG1,ENST00000295452.5
GABRA2,ENST00000381620.9
COX7B2,ENST00000355591.8
GABRA4,ENST00000264318.4
GABRB1,ENST00000295454.8
COMMD8,ENST00000381571.6
ATP10D,ENST00000273859.8
CORIN,ENST00000273857.9
NFXL1,ENST00000507489.2
NIPAL1,ENST00000295461.10
CNGA1,ENST00000514170.7
TXK,ENST00000264316.9
TEC,ENST00000381501.8
SLAIN2,ENST00000264313.11
SLC10A4,ENST00000273861.5
ZAR1,ENST00000327939.4
FRYL,ENST00000358350.9
OCIAD1,ENST00000264312.12
OCIAD2,ENST00000508632.6
CWH43,ENST00000226432.9
DCUN1D4,ENST00000334635.10
LRRC66,ENST00000682860.1
SGCB,ENST00000381431.10
SPATA18,ENST00000295213.9
USP46,ENST00000441222.8
ERVMER34-1,ENST00000443173.6
RASL11B,ENST00000248706.5
SCFD2,ENST00000401642.8
FIP1L1,ENST00000337488.11
LNX1,ENST00000263925.8
CHIC2,ENST00000263921.8
GSX2,ENST00000326902.7
PDGFRA,ENST00000257290.10
KIT,ENST00000288135.6
SRD5A3,ENST00000264228.9
TMEM165,ENST00000381334.10
CLOCK,ENST00000513440.6
PDCL2,ENST00000295645.9
NMU,ENST00000264218.7
EXOC1L,ENST00000636125.2
EXOC1,ENST00000381295.7
CEP135,ENST00000257287.5
AASDH,ENST00000205214.11
PPAT,ENST00000264220.6
PAICS,ENST00000512576.3
SRP72,ENST00000642900.1
ARL9,ENST00000640821.3
THEGL,ENST00000512175.3
HOPX,ENST00000420433.6
SPINK2,ENST00000506738.6
REST,ENST00000309042.12
NOA1,ENST00000264230.5
POLR2B,ENST00000314595.6
IGFBP7,ENST00000295666.6
ADGRL3,ENST00000683033.1
TECRL,ENST00000381210.8
EPHA5,ENST00000613740.5
CENPC,ENST00000273853.11
STAP1,ENST00000265404.7
UBA6,ENST00000322244.10
GNRHR,ENST00000226413.5
TMPRSS11D,ENST00000283916.11
TMPRSS11A,ENST00000508048.6
TMPRSS11F,ENST00000356291.3
