gene_name,transcript_id
DOLK,ENST00000372586.4
NUP188,ENST00000372577.2
SH3GLB2,ENST00000372564.8
MIGA2,ENST00000684074.1
DOLPP1,ENST00000372546.9
CRAT,ENST00000318080.7
PTPA,ENST00000393370.7
IER5L,ENST00000372491.4
NTMT1,ENST00000372483.9
ASB6,ENST00000277458.5
PRRX2,ENST00000372469.6
PTGES,ENST00000340607.5
TOR1B,ENST00000259339.7
TOR1A,ENST00000351698.5
C9orf78,ENST00000372447.7
USP20,ENST00000372429.8
FNBP1,ENST00000446176.7
GPR107,ENST00000347136.11
NCS1,ENST00000372398.6
ASS1,ENST00000352480.10
FUBP3,ENST00000319725.10
PRDM12,ENST00000253008.3
EXOSC2,ENST00000372358.10
ABL1,ENST00000318560.6
QRFP,ENST00000623824.2
FIBCD1,ENST00000372338.9
LAMC3,ENST00000361069.9
AIF1L,ENST00000247291.8
NUP214,ENST00000359428.10
FAM78A,ENST00000372271.4
PLPP7,ENST00000372264.4
PRRC2B,ENST00000683519.1
POMT1,ENST00000402686.8
UCK1,ENST00000372215.5
RAPGEF1,ENST00000683357.1
MED27,ENST00000292035.10
NTNG2,ENST00000393229.4
SETX,ENST00000224140.6
TTF1,ENST00000334270.3
CFAP77,ENST00000393216.3
BARHL1,ENST00000263610.7
GTF3C4,ENST00000372146.5
AK8,ENST00000298545.4
SPACA9,ENST00000356311.10
TSC1,ENST00000298552.9
GFI1B,ENST00000372122.4
GTF3C5,ENST00000372097.10
CEL,ENST00000372080.8
RALGDS,ENST00000372050.8
GBGT1,ENST00000372040.9
OBP2B,ENST00000372034.8
SURF6,ENST00000372022.6
MED22,ENST00000343730.10
RPL7A,ENST00000323345.11
SURF1,ENST00000371974.8
SURF2,ENST00000371964.5
SURF4,ENST00000371989.8
STKLD1,ENST00000371957.4
REXO4,ENST00000371942.8
ADAMTS13,ENST00000355699.7
CACFD1,ENST00000316948.9
SLC2A6,ENST00000371899.9
MYMK,ENST00000339996.4
ADAMTSL2,ENST00000651351.2
FAM163B,ENST00000673969.1
DBH,ENST00000393056.8
SARDH,ENST00000439388.6
VAV2,ENST00000371850.8
BRD3OS,ENST00000603928.3
BRD3,ENST00000303407.12
WDR5,ENST00000358625.4
RXRA,ENST00000481739.2
COL5A1,ENST00000371817.8
FCN2,ENST00000291744.11
FCN1,ENST00000371806.4
OLFM1,ENST00000371793.8
PPP1R26,ENST00000356818.7
C9orf116,ENST00000429260.7
MRPS2,ENST00000241600.10
LCN1,ENST00000371781.4
OBP2A,ENST00000371776.6
PAEP,ENST00000479141.6
RP11-98L5.5,ENST00000430816.3
GLT6D1,ENST00000371763.6
SOHLH1,ENST00000425225.2
KCNT1,ENST00000371757.7
CAMSAP1,ENST00000389532.9
UBAC1,ENST00000371756.4
NACC2,ENST00000277554.4
TMEM250,ENST00000418388.6
LHX3,ENST00000371748.10
QSOX2,ENST00000358701.10
CCDC187,ENST00000638797.2
GPSM1,ENST00000440944.6
DNLZ,ENST00000371738.4
CARD9,ENST00000371732.10
ENTR1,ENST00000357365.8
PMPCA,ENST00000371717.8
INPP5E,ENST00000371712.4
NOTCH1,ENST00000651671.1
EGFL7,ENST00000308874.12
AGPAT2,ENST00000371696.7
DIPK1B,ENST00000371692.9
LCN10,ENST00000497771.6
LCN6,ENST00000341206.9
LCN8,ENST00000371688.8
LCN15,ENST00000316144.6
TMEM141,ENST00000290079.9
CCDC183,ENST00000338005.7
RABL6,ENST00000311502.12
PHPT1,ENST00000247665.12
MAMDC4,ENST00000317446.7
EDF1,ENST00000224073.6
TRAF2,ENST00000247668.7
FBXW5,ENST00000325285.8
C8G,ENST00000371634.7
LCN12,ENST00000371633.8
PTGDS,ENST00000371625.8
LCNL1,ENST00000408973.3
PAXX,ENST00000371620.4
CLIC3,ENST00000494426.2
ABCA2,ENST00000341511.11
FUT7,ENST00000314412.7
NPDC1,ENST00000371601.5
ENTPD2,ENST00000355097.7
SAPCD2,ENST00000409687.5
UAP1L1,ENST00000409858.8
MAN1B1,ENST00000371589.9
DPP7,ENST00000371579.7
GRIN1,ENST00000371561.8
LRRC26,ENST00000371542.3
TMEM210,ENST00000413619.3
ANAPC2,ENST00000323927.3
SSNA1,ENST00000322310.10
TPRN,ENST00000409012.6
TMEM203,ENST00000343666.6
NDOR1,ENST00000684003.1
CYSRT1,ENST00000650725.2
RNF224,ENST00000445101.4
SLC34A3,ENST00000673835.1
TUBB4B,ENST00000340384.5
FAM166A,ENST00000344774.6
NELFB,ENST00000343053.6
TOR4A,ENST00000357503.3
NRARP,ENST00000356628.4
EXD3,ENST00000340951.9
NOXA1,ENST00000683555.1
ENTPD8,ENST00000371506.7
NSMF,ENST00000371475.9
PNPLA7,ENST00000406427.6
MRPL41,ENST00000371443.6
DPH7,ENST00000277540.7
ZMYND19,ENST00000298585.3
ARRDC1,ENST00000371421.9
EHMT1,ENST00000460843.6
CACNA1B,ENST00000371372.6
TUBB8,ENST00000568584.6
ZMYND11,ENST00000381604.9
DIP2C,ENST00000280886.12
LARP4B,ENST00000316157.8
GTPBP4,ENST00000360803.9
IDI2,ENST00000277517.2
IDI1,ENST00000381344.8
WDR37,ENST00000263150.9
ADARB2,ENST00000381312.6
PFKP,ENST00000381125.9
PITRM1,ENST00000224949.9
KLF6,ENST00000497571.6
AKR1E2,ENST00000298375.12
AKR1C1,ENST00000380872.9
AKR1C3,ENST00000380554.5
AKR1C4,ENST00000263126.3
UCN3,ENST00000380433.5
TUBAL3,ENST00000380419.8
NET1,ENST00000355029.9
CALML5,ENST00000380332.5
CALML3,ENST00000315238.3
ASB13,ENST00000357700.11
GDI2,ENST00000380191.9
ANKRD16,ENST00000380094.10
FBH1,ENST00000362091.9
IL15RA,ENST00000379977.8
IL2RA,ENST00000379959.8
RBM17,ENST00000379888.9
PFKFB3,ENST00000379775.9
PRKCQ,ENST00000263125.10
SFMBT2,ENST00000397167.6
ITIH5,ENST00000397146.7
ITIH2,ENST00000358415.9
KIN,ENST00000379562.9
ATP5F1C,ENST00000356708.12
TAF3,ENST00000344293.6
GATA3,ENST00000379328.9
ECHDC3,ENST00000379215.9
PROSER2,ENST00000277570.10
UPF2,ENST00000357604.10
DHTKD1,ENST00000263035.9
SEC61A2,ENST00000298428.14
NUDT5,ENST00000491614.6
CDC123,ENST00000281141.9
CAMK1D,ENST00000619168.5
CCDC3,ENST00000378825.5
OPTN,ENST00000378747.8
MCM10,ENST00000378714.8
UCMA,ENST00000378681.8
PHYH,ENST00000263038.9
SEPHS1,ENST00000327347.10
PRPF18,ENST00000378572.8
FRMD4A,ENST00000357447.7
FAM107B,ENST00000181796.7
CDNF,ENST00000465530.2
RP11-398C13.8,ENST00000640019.3
HSPA14,ENST00000378372.8
SUV39H2,ENST00000354919.11
DCLRE1C,ENST00000378278.7
MEIG1,ENST00000407572.6
OLAH,ENST00000378228.8
ACBD7,ENST00000356189.6
RPP38,ENST00000378197.5
NMT2,ENST00000378165.9
FAM171A1,ENST00000378116.9
ITGA8,ENST00000378076.4
MINDY3,ENST00000277632.8
PTER,ENST00000535784.7
C1QL3,ENST00000298943.4
RSU1,ENST00000345264.10
CUBN,ENST00000377833.10
TRDMT1,ENST00000377799.8
VIM,ENST00000544301.7
ST8SIA6,ENST00000377602.5
HACD1,ENST00000361271.8
STAM,ENST00000377524.8
TMEM236,ENST00000377495.2
MRC1,ENST00000569591.3
SLC39A12,ENST00000377369.7
CACNB2,ENST00000324631.13
CACNB2,ENST00000377329.10
NSUN6,ENST00000377304.7
ARL5B,ENST00000377275.4
MALRD1,ENST00000454679.7
PLXDC2,ENST00000377252.5
NEBL,ENST00000377122.9
SKIDA1,ENST00000449193.7
MLLT10,ENST00000307729.12
DNAJC1,ENST00000376980.8
COMMD3,ENST00000376836.8
BMI1,ENST00000376663.8
SPAG6,ENST00000376624.8
PIP4K2A,ENST00000376573.9
ARMC3,ENST00000298032.10
MSRB2,ENST00000376510.8
PTF1A,ENST00000376504.4
C10orf67,ENST00000636213.3
OTUD1,ENST00000376495.5
KIAA1217,ENST00000376454.8
ARHGAP21,ENST00000396432.7
PRTFDC1,ENST00000320152.11
ENKUR,ENST00000331161.9
THNSL1,ENST00000376356.5
GPR158,ENST00000376351.4
MYO3A,ENST00000642920.2
GAD2,ENST00000376261.8
APBB1IP,ENST00000376236.9
PDSS1,ENST00000376215.10
ABI1,ENST00000376140.4
ANKRD26,ENST00000376087.5
YME1L1,ENST00000376016.8
MASTL,ENST00000375940.9
ACBD5,ENST00000396271.8
RAB18,ENST00000356940.11
MKX,ENST00000419761.6
ODAD2,ENST00000305242.10
MPP7,ENST00000683449.1
WAC,ENST00000354911.9
BAMBI,ENST00000375533.6
LYZL1,ENST00000649382.2
JCAD,ENST00000375377.2
MTPAP,ENST00000263063.9
MAP3K8,ENST00000263056.6
LYZL2,ENST00000647634.2
ZEB1,ENST00000424869.6
ARHGAP12,ENST00000344936.7
KIF5B,ENST00000302418.5
EPC1,ENST00000319778.11
ITGB1,ENST00000302278.8
NRP1,ENST00000374867.7
PARD3,ENST00000374788.8
CUL2,ENST00000374749.8
CCNY,ENST00000374704.8
GJD4,ENST00000321660.2
FZD8,ENST00000374694.3
ANKRD30A,ENST00000361713.2
ZNF248,ENST00000395867.8
ZNF25,ENST00000302609.8
ZNF33A,ENST00000432900.7
ZNF33B,ENST00000359467.8
BMS1,ENST00000374518.6
RET,ENST00000355710.8
CSGALNACT2,ENST00000374466.4
RASGEF1A,ENST00000395810.6
FXYD4,ENST00000476166.6
HNRNPF,ENST00000682386.1
ZNF239,ENST00000374446.7
ZNF485,ENST00000361807.8
ZNF32,ENST00000374433.7
TMEM72,ENST00000389583.5
RASSF4,ENST00000340258.10
DEPP1,ENST00000298295.4
ZNF22,ENST00000298299.4
OR13A1,ENST00000553795.6
ALOX5,ENST00000374391.7
MARCHF8,ENST00000453424.7
ZFAND4,ENST00000344646.10
WASHC2C,ENST00000623400.4
TIMM23,ENST00000580018.4
NCOA4,ENST00000581486.6
MSMB,ENST00000582163.3
ANTXRL,ENST00000620264.5
ANXA8L1,ENST00000619162.5
NPY4R,ENST00000374312.5
SYT15,ENST00000374321.9
PTPN20,ENST00000374339.5
GDF10,ENST00000580279.2
GDF2,ENST00000581492.3
RBP3,ENST00000584701.2
ZNF488,ENST00000585316.3
ANXA8,ENST00000585281.6
FAM25G,ENST00000452267.2
AGAP9,ENST00000452145.6
ABC7-42404400C24.1,ENST00000615923.4
FAM25C,ENST00000617224.3
FRMPD2,ENST00000374201.8
ARHGAP22,ENST00000249601.9
VSTM4,ENST00000332853.9
FAM170B,ENST00000311787.6
TMEM273,ENST00000374153.7
C10orf71,ENST00000374144.8
DRGX,ENST00000374139.8
ERCC6,ENST00000355832.10
ERCC6,ENST00000447839.7
CHAT,ENST00000337653.7
SLC18A3,ENST00000374115.5
C10orf53,ENST00000374111.8
OGDHL,ENST00000374103.9
PARG,ENST00000616448.2
TIMM23B,ENST00000651259.3
WASHC2A,ENST00000282633.10
ASAH2,ENST00000682911.1
SGMS1,ENST00000361781.7
ASAH2B,ENST00000647317.2
A1CF,ENST00000373997.8
PRKG1,ENST00000373980.11
CSTF2T,ENST00000331173.6
DKK1,ENST00000373970.4
MBL2,ENST00000674931.1
PCDH15,ENST00000644397.2
PCDH15,ENST00000320301.11
MTRNR2L5,ENST00000512524.4
ZWINT,ENST00000373944.8
IPMK,ENST00000373935.4
CISD1,ENST00000333926.6
UBE2D1,ENST00000373910.9
TFAM,ENST00000487519.6
BICC1,ENST00000373886.8
PHYHIPL,ENST00000373880.9
FAM13C,ENST00000618804.5
SLC16A9,ENST00000395348.8
MRLN,ENST00000414264.6
CCDC6,ENST00000263102.7
ANK3,ENST00000280772.7
CDK1,ENST00000395284.8
RHOBTB1,ENST00000337910.10
TMEM26,ENST00000399298.8
CABCOCO1,ENST00000648843.3
ARID5B,ENST00000279873.12
RTKN2,ENST00000373789.8
ZNF365,ENST00000395254.8
ADO,ENST00000373783.3
EGR2,ENST00000242480.4
NRBF2,ENST00000277746.11
JMJD1C,ENST00000399262.7
REEP3,ENST00000373758.5
CTNNA3,ENST00000433211.7
LRRTM3,ENST00000361320.5
DNAJC12,ENST00000225171.7
SIRT1,ENST00000212015.11
HERC4,ENST00000373700.9
MYPN,ENST00000358913.10
ATOH7,ENST00000373673.5
PBLD,ENST00000358769.7
HNRNPH3,ENST00000265866.12
RUFY2,ENST00000602465.6
DNA2,ENST00000358410.8
SLC25A16,ENST00000609923.6
TET1,ENST00000373644.5
CCAR1,ENST00000265872.11
STOX1,ENST00000298596.11
DDX50,ENST00000373585.8
DDX21,ENST00000354185.9
KIFBP,ENST00000361983.7
SRGN,ENST00000242465.4
VPS26A,ENST00000263559.11
SUPV3L1,ENST00000359655.9
HKDC1,ENST00000354624.6
HK1,ENST00000643399.2
HK1,ENST00000359426.7
TACR2,ENST00000373306.5
TSPAN15,ENST00000373290.7
NEUROG3,ENST00000242462.5
FAM241B,ENST00000373279.6
COL13A1,ENST00000645393.2
MACROH2A2,ENST00000373255.9
AIFM2,ENST00000307864.3
TYSND1,ENST00000287078.7
SAR1A,ENST00000373241.9
PPA1,ENST00000373232.8
NPFFR1,ENST00000277942.7
LRRC20,ENST00000446961.4
EIF4EBP2,ENST00000373218.5
NODAL,ENST00000287139.8
PALD1,ENST00000263563.7
PRF1,ENST00000441259.2
ADAMTS14,ENST00000373207.2
TBATA,ENST00000456372.4
SGPL1,ENST00000373202.8
PCBD1,ENST00000299299.4
UNC5B,ENST00000335350.10
SLC29A3,ENST00000373189.6
CDH23,ENST00000224721.12
C10orf105,ENST00000441508.4
VSIR,ENST00000394957.8
PSAP,ENST00000394936.8
CHST3,ENST00000373115.5
SPOCK2,ENST00000373109.7
ASCC1,ENST00000672957.1
ANAPC16,ENST00000299381.5
DDIT4,ENST00000307365.4
DNAJB12,ENST00000444643.8
MICU1,ENST00000361114.10
OIT3,ENST00000334011.10
PLA2G12B,ENST00000373032.4
P4HA1,ENST00000394890.7
NUDT13,ENST00000357321.9
ECD,ENST00000372979.9
FAM149B1,ENST00000242505.11
DNAJC9,ENST00000372950.6
MRPS16,ENST00000372945.8
ANXA7,ENST00000372921.10
MSS51,ENST00000299432.7
PPP3CB,ENST00000360663.10
MYOZ1,ENST00000359322.5
SYNPO2L,ENST00000394810.3
AGAP5,ENST00000374094.9
SEC24C,ENST00000345254.9
FUT11,ENST00000372841.8
CHCHD1,ENST00000372833.6
ZSWIM8,ENST00000604729.6
NDST2,ENST00000309979.11
CAMK2G,ENST00000423381.6
PLAU,ENST00000372764.4
VCL,ENST00000211998.10
AP3M1,ENST00000355264.9
ADK,ENST00000539909.6
KAT6B,ENST00000287239.10
DUSP29,ENST00000338487.6
DUSP13,ENST00000478873.7
SAMD8,ENST00000542569.6
COMTD1,ENST00000372538.8
ZNF503,ENST00000372524.5
LRMDA,ENST00000611255.5
KCNMA1,ENST00000286628.14
DLG5,ENST00000372391.7
POLR3A,ENST00000372371.8
RPS24,ENST00000372360.9
ZMIZ1,ENST00000334512.10
PPIF,ENST00000225174.8
ZCCHC24,ENST00000372336.4
EIF5AL1,ENST00000520547.4
SFTPA2,ENST00000372325.7
SFTPA1,ENST00000398636.8
NUTM2E,ENST00000429984.5
SFTPD,ENST00000372292.8
TMEM254,ENST00000372281.8
PLAC9,ENST00000372263.4
ANXA11,ENST00000422982.8
MAT1A,ENST00000372213.8
DYDC1,ENST00000372202.6
DYDC2,ENST00000256039.3
PRXL2A,ENST00000606162.6
SH2D4B,ENST00000646907.2
NRG3,ENST00000372141.7
GHITM,ENST00000372134.6
C10orf99,ENST00000372126.4
CDHR1,ENST00000623527.4
LRIT2,ENST00000372113.7
RGR,ENST00000652092.2
LRIT1,ENST00000372105.4
CCSER2,ENST00000372088.8
GRID1,ENST00000327946.12
WAPL,ENST00000298767.10
OPN4,ENST00000241891.10
LDB3,ENST00000263066.11
LDB3,ENST00000361373.9
BMPR1A,ENST00000372037.8
MMRN2,ENST00000372027.10
SNCG,ENST00000372017.4
ADIRF,ENST00000372013.8
FAM25A,ENST00000343959.5
GLUD1,ENST00000277865.5
SHLD2,ENST00000298786.5
NUTM2A,ENST00000381707.6
NUTM2D,ENST00000381697.7
MINPP1,ENST00000371996.9
PAPSS2,ENST00000456849.2
ATAD1,ENST00000680024.1
KLLN,ENST00000445946.5
PTEN,ENST00000371953.8
RNLS,ENST00000331772.9
LIPF,ENST00000238983.9
LIPK,ENST00000404190.3
LIPN,ENST00000404459.2
LIPM,ENST00000404743.9
ANKRD22,ENST00000371930.5
STAMBPL1,ENST00000371926.8
ACTA2,ENST00000224784.10
FAS,ENST00000652046.1
CH25H,ENST00000371852.4
LIPA,ENST00000336233.10
IFIT2,ENST00000371826.4
IFIT3,ENST00000371818.9
IFIT1B,ENST00000371809.3
IFIT1,ENST00000371804.4
IFIT5,ENST00000371795.5
SLC16A12,ENST00000371790.5
KIF20B,ENST00000371728.8
HTR7,ENST00000336152.8
RPP30,ENST00000371703.8
ANKRD1,ENST00000371697.4
PCGF5,ENST00000336126.6
HECTD2,ENST00000298068.10
PPP1R3C,ENST00000238994.6
TNKS2,ENST00000371627.5
FGFBP3,ENST00000311575.6
CPEB3,ENST00000265997.5
MARCHF5,ENST00000358935.3
IDE,ENST00000265986.11
KIF11,ENST00000260731.5
HHEX,ENST00000282728.10
EXOC6,ENST00000260762.10
CYP26C1,ENST00000651965.1
CYP26A1,ENST00000224356.5
MYOF,ENST00000359263.9
CEP55,ENST00000371485.8
FFAR4,ENST00000371481.9
RBP4,ENST00000371464.8
PDE6C,ENST00000371447.4
FRA10AC1,ENST00000359204.5
LGI1,ENST00000371418.9
SLC35G1,ENST00000427197.2
PLCE1,ENST00000371380.8
NOC3L,ENST00000371361.3
TBC1D12,ENST00000225235.5
HELLS,ENST00000348459.10
CYP2C18,ENST00000285979.11
CYP2C19,ENST00000371321.9
CYP2C9,ENST00000260682.8
CYP2C8,ENST00000371270.6
PDLIM1,ENST00000329399.7
SORBS1,ENST00000371247.7
ALDH18A1,ENST00000371224.7
TCTN3,ENST00000371217.10
ENTPD1,ENST00000371205.5
CC2D2B,ENST00000646931.3
CCNJ,ENST00000465148.3
BLNK,ENST00000224337.10
DNTT,ENST00000371174.5
OPALIN,ENST00000371172.8
TLL2,ENST00000357947.4
TM9SF3,ENST00000371142.9
PIK3AP1,ENST00000339364.10
LCOR,ENST00000421806.4
SLIT1,ENST00000266058.9
ARHGAP19,ENST00000358531.9
FRAT1,ENST00000371021.5
FRAT2,ENST00000371019.4
RRP12,ENST00000370992.9
PGAM1,ENST00000334828.6
EXOSC1,ENST00000370902.8
ZDHHC16,ENST00000393760.6
MMS19,ENST00000438925.7
UBTD1,ENST00000370664.4
ANKRD2,ENST00000370655.6
HOGA1,ENST00000370646.9
C10orf62,ENST00000370640.5
MORN4,ENST00000307450.11
AVPI1,ENST00000370626.4
MARVELD1,ENST00000285605.8
ZFYVE27,ENST00000684270.1
SFRP5,ENST00000266066.4
GOLGA7B,ENST00000370602.6
CRTAC1,ENST00000370597.8
R3HCC1L,ENST00000298999.8
LOXL4,ENST00000260702.4
PYROXD2,ENST00000370575.5
HPS1,ENST00000361490.9
HPSE2,ENST00000370552.8
CNNM1,ENST00000356713.5
GOT1,ENST00000370508.7
NKX2-3,ENST00000344586.9
SLC25A28,ENST00000370495.6
ENTPD7,ENST00000370489.5
CUTC,ENST00000370476.10
COX15,ENST00000016171.6
ABCC2,ENST00000647814.1
DNMBP,ENST00000324109.9
CPN1,ENST00000370418.8
ERLIN1,ENST00000421367.7
CHUK,ENST00000370397.8
CWF19L1,ENST00000354105.10
BLOC1S2,ENST00000370372.7
PKD2L1,ENST00000318222.4
SCD,ENST00000370355.3
WNT8B,ENST00000343737.6
SEC31B,ENST00000370345.8
NDUFB8,ENST00000299166.9
HIF1AN,ENST00000299163.7
PAX2,ENST00000355243.8
SLF2,ENST00000238961.9
TWNK,ENST00000311916.8
PDZD7,ENST00000619208.6
KAZALD1,ENST00000370200.6
TLX1,ENST00000370196.11
LBX1,ENST00000370193.4
BTRC,ENST00000370187.8
DPCD,ENST00000370151.9
POLL,ENST00000370162.8
FBXW4,ENST00000331272.9
FGF8,ENST00000320185.7
OGA,ENST00000361464.8
KCNIP2,ENST00000356640.7
ARMH3,ENST00000370033.9
HPS6,ENST00000299238.7
LDB1,ENST00000673968.1
PPRC1,ENST00000278070.7
NOLC1,ENST00000605788.6
ELOVL3,ENST00000370005.4
PITX3,ENST00000370002.8
NFKB2,ENST00000661543.1
PSD,ENST00000020673.6
FBXL15,ENST00000369956.8
CUEDC2,ENST00000369937.5
C10orf95,ENST00000625129.1
MFSD13A,ENST00000238936.8
ACTR1A,ENST00000369905.9
SUFU,ENST00000369902.8
TRIM8,ENST00000643721.2
ARL3,ENST00000260746.6
SFXN2,ENST00000369893.10
WBP1L,ENST00000448841.7
CYP17A1,ENST00000369887.4
BORCS7,ENST00000339834.10
AS3MT,ENST00000369880.8
CNNM2,ENST00000369878.9
NT5C2,ENST00000404739.8
RPEL1,ENST00000441178.2
INA,ENST00000369849.9
PCGF6,ENST00000369847.4
TAF5,ENST00000369839.4
ATP5MK,ENST00000369815.6
PDCD11,ENST00000369797.8
CALHM2,ENST00000260743.10
CALHM1,ENST00000329905.6
CALHM3,ENST00000369783.4
STN1,ENST00000224950.8
SLK,ENST00000369755.4
COL17A1,ENST00000648076.2
SFR1,ENST00000369727.4
CFAP43,ENST00000357060.8
GSTO1,ENST00000369713.10
GSTO2,ENST00000338595.7
ITPRIP,ENST00000337478.3
CFAP58,ENST00000369704.8
SORCS3,ENST00000369701.8
SORCS1,ENST00000263054.11
XPNPEP1,ENST00000502935.6
ADD3,ENST00000356080.9
MXI1,ENST00000332674.9
SMNDC1,ENST00000369603.10
DUSP5,ENST00000369583.4
SMC3,ENST00000361804.5
RBM20,ENST00000369519.4
PDCD4,ENST00000280154.12
BBIP1,ENST00000448814.7
SHOC2,ENST00000369452.9
ADRA2A,ENST00000280155.4
GPAM,ENST00000348367.9
TECTB,ENST00000646139.2
ACSL5,ENST00000354655.9
ZDHHC6,ENST00000369405.7
VTI1A,ENST00000393077.3
TCF7L2,ENST00000627217.3
HABP2,ENST00000351270.4
NRAP,ENST00000359988.4
CASP7,ENST00000369318.8
DCLRE1A,ENST00000361384.7
NHLRC2,ENST00000369301.3
ADRB1,ENST00000369295.4
CCDC186,ENST00000369287.8
VWA2,ENST00000392982.8
AFAP1L2,ENST00000304129.9
FAM160B1,ENST00000369248.9
TRUB1,ENST00000298746.5
ATRNL1,ENST00000355044.8
GFRA1,ENST00000355422.11
CCDC172,ENST00000333254.4
PNLIPRP3,ENST00000369230.4
PNLIP,ENST00000369221.2
PNLIPRP1,ENST00000358834.9
C10orf82,ENST00000588184.2
HSPA12A,ENST00000369209.8
ENO4,ENST00000341276.11
SHTN1,ENST00000355371.9
VAX1,ENST00000369206.6
KCNK18,ENST00000334549.1
SLC18A2,ENST00000644641.2
PDZD8,ENST00000334464.7
EMX2,ENST00000553456.5
RAB11FIP2,ENST00000355624.8
FAM204A,ENST00000369183.9
PRLHR,ENST00000239032.4
CACUL1,ENST00000369151.8
NANOS1,ENST00000425699.3
EIF3A,ENST00000369144.8
DENND10,ENST00000361432.3
SFXN4,ENST00000355697.7
PRDX3,ENST00000298510.4
GRK5,ENST00000392870.3
RGS10,ENST00000369103.3
TIAL1,ENST00000436547.7
BAG3,ENST00000369085.8
INPP5F,ENST00000650623.2
MCMBP,ENST00000369077.4
SEC23IP,ENST00000369075.8
PLPP4,ENST00000398250.6
WDR11,ENST00000263461.11
FGFR2,ENST00000358487.10
NSMCE4A,ENST00000369023.8
TACC2,ENST00000369005.6
BTBD16,ENST00000260723.6
ARMS2,ENST00000528446.1
HTRA1,ENST00000368984.8
DMBT1,ENST00000338354.10
RP11-481L19.2,ENST00000652090.1
C10orf120,ENST00000329446.5
CUZD1,ENST00000392790.6
FAM24B,ENST00000368898.8
FAM24A,ENST00000368894.2
C10orf88,ENST00000481909.2
PSTK,ENST00000406217.8
IKZF5,ENST00000368886.10
ACADSB,ENST00000358776.7
HMX3,ENST00000357878.7
HMX2,ENST00000339992.4
BUB3,ENST00000368865.9
GPR26,ENST00000284674.2
CPXM2,ENST00000241305.4
CHST15,ENST00000435907.6
OAT,ENST00000368845.6
NKX1-2,ENST00000451024.5
LHPP,ENST00000368842.10
FAM53B,ENST00000337318.8
EEF1AKMT2,ENST00000368836.7
ABRAXAS2,ENST00000298492.6
ZRANB1,ENST00000359653.4
CTBP2,ENST00000309035.11
TEX36,ENST00000368821.4
EDRF1,ENST00000356792.9
MMP21,ENST00000368808.3
UROS,ENST00000368797.10
BCCIP,ENST00000278100.11
DHX32,ENST00000284690.4
FANK1,ENST00000368693.6
ADAM12,ENST00000448723.2
C10orf90,ENST00000488181.3
DOCK1,ENST00000623213.2
INSYN2A,ENST00000522781.6
NPS,ENST00000398023.3
FOXI2,ENST00000388920.5
CLRN3,ENST00000368671.4
PTPRE,ENST00000254667.8
MKI67,ENST00000368654.8
MGMT,ENST00000651593.1
EBF3,ENST00000440978.2
C10orf143,ENST00000637128.2
GLRX3,ENST00000331244.10
TCERG1L,ENST00000368642.4
PPP2R2D,ENST00000455566.6
DPYSL4,ENST00000338492.9
STK32C,ENST00000298630.8
LRRC27,ENST00000368614.8
PWWP2B,ENST00000305233.6
INPP5A,ENST00000368594.8
NKX6-2,ENST00000368592.8
CFAP46,ENST00000368586.10
ADGRA1,ENST00000392607.8
KNDC1,ENST00000304613.8
UTF1,ENST00000304477.3
VENTX,ENST00000325980.10
ADAM8,ENST00000445355.8
TUBGCP2,ENST00000252936.8
ZNF511,ENST00000361518.10
CALY,ENST00000252939.9
PRAP1,ENST00000433452.6
FUOM,ENST00000278025.9
ECHS1,ENST00000368547.4
PAOX,ENST00000278060.10
MTG1,ENST00000317502.11
CYP2E1,ENST00000252945.8
SYCE1,ENST00000343131.7
FRG2B,ENST00000425520.2
SCGB1C1,ENST00000342878.3
ODF3,ENST00000325113.9
RIC8A,ENST00000526104.6
SIRT3,ENST00000382743.9
PSMD13,ENST00000532097.6
NLRP6,ENST00000534750.6
PGGHG,ENST00000409548.7
IFITM5,ENST00000382614.2
IFITM1,ENST00000408968.4
IFITM3,ENST00000399808.5
B4GALNT4,ENST00000329962.11
PKP3,ENST00000331563.7
SIGIRR,ENST00000431843.7
ANO9,ENST00000332826.7
PTDSS2,ENST00000308020.6
RNH1,ENST00000354420.7
HRAS,ENST00000311189.8
LRRC56,ENST00000270115.8
LMNTD2,ENST00000329451.8
RASSF7,ENST00000397583.8
PHRF1,ENST00000264555.10
IRF7,ENST00000525445.6
CDHR5,ENST00000397542.7
SCT,ENST00000176195.4
DRD4,ENST00000176183.6
DEAF1,ENST00000382409.4
EPS8L2,ENST00000318562.13
TMEM80,ENST00000397510.9
TALDO1,ENST00000319006.8
GATD1,ENST00000319863.13
CEND1,ENST00000330106.5
SLC25A22,ENST00000628067.3
PIDD1,ENST00000347755.10
RPLP2,ENST00000321153.9
PNPLA2,ENST00000336615.9
CRACR2B,ENST00000525077.2
CD151,ENST00000397420.9
POLR2L,ENST00000322028.5
TSPAN4,ENST00000397397.7
CHID1,ENST00000323578.13
AP2A2,ENST00000448903.7
MUC6,ENST00000421673.7
MUC5AC,ENST00000621226.2
MUC5B,ENST00000529681.5
TOLLIP,ENST00000317204.11
BRSK2,ENST00000528841.6
MOB2,ENST00000329957.7
DUSP8,ENST00000397374.8
KRTAP5-1,ENST00000382171.2
KRTAP5-2,ENST00000412090.2
KRTAP5-3,ENST00000399685.1
KRTAP5-4,ENST00000399682.1
KRTAP5-6,ENST00000382160.1
IFITM10,ENST00000340134.5
